image_id,source,prompt,seed
000000116061,coco-30k,"Several people who are riding motor scooters, stopped at an intersection.",42300
000000550273,coco-30k,three people holding wine glasses in the air before them while seated at a dining table.,50714
000000546210,coco-30k,A man lying down on a couch with a cat on top of him,50895
000000106677,coco-30k,Traffic lights and people walking as other on a crane continue with their work,46440
000000548464,coco-30k,A green traffic signal at an intersection in a town.,92182
000000280736,coco-30k,A cat sitting outside on some cobble stone.,39804
000000403565,coco-30k,A man wearing a bike helmet standing next to a bicycle.,170
000000562834,coco-30k,A wooden bench next to a wall with a wooden door.,45617
000000451559,coco-30k,A bicycle sits next to an empty park bench.,69458
000000509185,coco-30k,A white church has a decorative window and gold clock.,12281
000000140465,coco-30k,A motorcyclist relaxes in full garb leaning on the vehicle.,37886
000000281766,coco-30k,A man on a bike rides through the crowd.,2785
000000383443,coco-30k,"A bathroom with a tub, sinks, lights and a television.",83925
000000464831,coco-30k,People are in a circle at a table on laptops.,36527
000000164305,coco-30k,A teddy bear in a pink dress and pink shoes. ,5322
000000233660,coco-30k,a couple of small dogs sit in a basket on a bike,38278
000000541279,coco-30k,Two potatoes sit on a cluttered kitchen counter.  ,61862
000000495348,coco-30k,some zebras a giraffe and other animals and some bushes and trees,10684
000000542934,coco-30k,"Cabinets, a sink, a dishwasher and a microwave in a kitchen.",85855
000000510651,coco-30k,A young couple smile as they sit in a nice restaurant. ,72908
000000477470,coco-30k,A red traffic light with vehicles passing by too fast to capture.,20901
000000557552,coco-30k,Several motor scooters parked in a row on the side of a street.,67422
000000430804,coco-30k,some zebras and giraffes are walking around ,70686
000000326256,coco-30k,A small bathroom with a dark vanity and tiled floor.,47378
000000331642,coco-30k,A tall wooden pole with a Mcdonald's sign posted to it.,30130
000000027463,coco-30k,A cat sitting on top of a seat behind a steering wheel.,84692
000000205350,coco-30k,A bathroom with marble walls and counters surround a large mirror.,81886
000000368611,coco-30k,a large passenger sitting next to a loading doc at an airport.,53424
000000539124,coco-30k,A young girl riding a skateboard next to two guys.,19234
000000542145,coco-30k,A toilet and a sink in small bathroom.,36515
000000198139,coco-30k,A car is parked next to an old fashioned parking meter.,33639
000000520524,coco-30k,A bicycle and a motorcycle parked near a door on a narrow street.,96635
000000559171,coco-30k,A man and woman ride on a red motorcycle with others in the background.,61249
000000446455,coco-30k,"View of a airplane gas station from inside, showing fancy airplane model sign.",30917
000000525021,coco-30k,Two motorcycle riders leaving out on a ride. ,58066
000000005713,coco-30k,Two teenaged boys sitting on the floor posing next to a computer.,37053
000000579226,coco-30k,A large clock on the side of a building has biblical pictures.,10739
000000535519,coco-30k,A large number of motorcycles parked along side each other in a row.,77954
000000174313,coco-30k,a guy sitting on a motor cycle next to some trees,71525
000000352744,coco-30k,a bathroom with a white sink and  tolit,79222
000000187745,coco-30k,a small yellow Cessna plane flying on a clear day,11145
000000365207,coco-30k,rear view mirror reflection showing a dog in the back seat,37788
000000491755,coco-30k,A very large living room with many bright windows.,21409
000000343934,coco-30k,A blue motorcycle is parked in a corner covered in graffiti.,76579
000000019455,coco-30k,Two rooms of a house are left in disarray on moving day.,78710
000000093393,coco-30k,A giraffe is walking up a grassy and rocky hill.,1891
000000353981,coco-30k,large NASA plane parked near the landing stripe next to a smaller plane,82663
000000540186,coco-30k,A view of a very large bathroom with mirrored walls.,84610
000000014282,coco-30k,"A fancy bathroom with a large tub, separate shower, and double sink.",57533
000000183905,coco-30k,A girl holding a skewer with a banana on the end.  ,71935
000000290619,coco-30k,Banana and plastic drink container sitting on a table.,40472
000000331883,coco-30k,A person laying on an inflatable mattress with two sleeping bags.,33859
000000308507,coco-30k,A kitchen filled with lots of clutter and a table with blue metal chairs.,68246
000000325022,coco-30k,A passenger jetliner sitting on top of a tarmac at an airport.,60551
000000209613,coco-30k,Three look alike dogs are herding sheep into a pile.,9729
000000137830,coco-30k,Some food is sitting on a stove top in a kitchen area.,61263
000000525371,coco-30k,A tall yellow building next to a traffic light that's green.,9414
000000486233,coco-30k,A squadron of fighter jets flying in formation in a blue sky.,20547
000000525058,coco-30k,A group of people walking across a street near tall buildings.,58604
000000067558,coco-30k,A white toilet sitting in a bathroom next to a tp dispenser.,56777
000000398067,coco-30k,"a bathroom with a toilet, tub and window",83279
000000188421,coco-30k,A toilet next to a sink inside of a bathroom.,68038
000000561928,coco-30k,A bike mounted to a wall next to a tall pole.,53219
000000322263,coco-30k,A motorcycle parked on a lush green field.,18876
000000435883,coco-30k,A ripe banana bleeding with a razor blade stuck in it.,63176
000000147027,coco-30k,A monkey runs past some giraffe standing by the trees. ,6344
000000542570,coco-30k,A man and a woman standing in front of a kitchen table.,15667
000000327177,coco-30k,A cat sitting on top of a green car.,20564
000000459272,coco-30k,A woman holding a smart phone next to a group of people.,70601
000000530384,coco-30k,"A kitchen area with bar, stove and refrigerator.",46627
000000000328,coco-30k,"Three men in military suits are sitting on a bench,",5754
000000487095,coco-30k,Giraffes and zebra watching a zookeeper in their enclosure.,50919
000000371588,coco-30k,Yellow military jet making pass against gray cloudy sky.,73997
000000264909,coco-30k,Mountain sheep standing in outdoor natural setting area.,7786
000000247477,coco-30k,Person lying on brown leather couch in sparsely fille room.,23045
000000443737,coco-30k,An old style jet plane on a tarmac.,46713
000000421682,coco-30k,The moon in the sky above a jetliner.,63200
000000514416,coco-30k,A woman standing in front of a mirror taking a selfie.,94834
000000034212,coco-30k,A man doing something to a kitchen window.,6610
000000131597,coco-30k,Row of motorcycles parked at curb in outdoor area.,4395
000000185922,coco-30k,A row of motorcycles parked next to each other.,26629
000000514604,coco-30k,A toilet in a bathroom next to a amp.,58077
000000437126,coco-30k,A cat sitting on the back of a car seat.,62178
000000579696,coco-30k,Two men sitting in front of a brick building holding skis.,52846
000000557451,coco-30k,White and gray cat looking past spoked wheel.,79110
000000295105,coco-30k,The man is in his refrigerator looking for something to eat or drink,79405
000000019333,coco-30k,A collection of items from a bag laid on floor.,23137
000000261645,coco-30k,Plane in the sky flying sideways all by itself.,27087
000000355057,coco-30k,Photo of airplane wing as the plane flies in the blue sky.,71662
000000386457,coco-30k,Cat wedged between two large oak doors trying to get out.,6412
000000359086,coco-30k,A parked motorcycle sitting on a lush green field.,97837
000000520326,coco-30k,Two motorcycles parked next to each other on a parking lot.,59377
000000190951,coco-30k,People holding umbrellas with a blue light in back.,34362
000000556616,coco-30k,A row of parked cars sitting next to parking meters.,51898
000000245513,coco-30k,A giraffe standing in a field next to a fence.,11089
000000101088,coco-30k,A group of people standing outside of a small airplane.,10686
000000307342,coco-30k,A group of people riding up a ski lift.,31004
000000077396,coco-30k,These two cats are playing in a room that has a large TV and a laptop computer.,81078
000000143737,coco-30k,A couple of motorcycle cops driving down a street.,91552
000000007394,coco-30k,A man walking down a street holding an umbrella.,49229
000000477441,coco-30k,A large passenger jet sitting on top of an airport tarmac.,58215
000000213687,coco-30k,Motorcycles driving down a wide city street nearing a white building.,61687
000000249815,coco-30k,Racks full of bikes fill an entire street.,95680
000000402433,coco-30k,A pizza sitting on top of a pan in the oven.,11229
000000156832,coco-30k,A toilet sitting in a bathroom next to a mirror.,95726
000000511777,coco-30k,A group of people on bicycles huddled together.,38680
000000103585,coco-30k,A bathroom with two sinks sitting under mirrors.,89955
000000254045,coco-30k,A black and white cat sitting on top of a toilet seat.,66119
000000147762,coco-30k,A white plate topped with a chocolate cake and a lemon wedge.,92621
000000556205,coco-30k,Two individuals riding bicycles on a board walk.,89564
000000075857,coco-30k,A church filled with rows of wooden seats.,90580
000000291606,coco-30k,A woman standing outside of a metallic bus parked.,78868
000000489624,coco-30k,A white toilet in a very small bathroom.,85644
000000137369,coco-30k,A silver motorcycle parked next to a forest filled with lots of trees.,56832
000000136833,coco-30k,A couple of police motorcycles parked next to each other.,93379
000000540388,coco-30k,A shower head with an electric device hooked up to it.,13102
000000287560,coco-30k,A toilet in a bathroom next to a plaque on a wall.,25953
000000256844,coco-30k,A white toilet sitting inside of a restroom next to toilet paper.,30457
000000255401,coco-30k,A bathroom filled with toilets and a tub next to a sink.,62612
000000235517,coco-30k,A parked motorcycle sitting next to a store front.,91379
000000171753,coco-30k,An orange cat sitting on top of a white bench next to a bike.,27522
000000288528,coco-30k,A group of kids in helmets on skateboards.,84047
000000279948,coco-30k,A  young boy standing next to a kitchen sink next to a dish rack.,58675
000000215596,coco-30k,A bathtub sitting under a chandelier and next to a pair of windows and a mirror in a bathroom.,41537
000000240537,coco-30k,A man is herding some sheep and with a black dog. ,86301
000000231450,coco-30k,A kitchen with a freezer refrigerator next to counters.,24863
000000135690,coco-30k,A man riding on the back of a dirt bike in the air.,56206
000000044279,coco-30k,Two men work in the kitchen of a restaurant.,6443
000000292526,coco-30k,The motorbike is driving on a dusty road.,52283
000000089359,coco-30k,The adjacent computer screens near the keyboard show different displays.,90730
000000093894,coco-30k,Some people sitting at a table eating in a restaurant.,81237
000000386584,coco-30k,A bathroom with a white toilet next to a sink.,32773
000000210012,coco-30k,A woman standing in a kitchen with hard wood floors.,24901
000000044718,coco-30k,A couple of motorcycles parked next to each other.,2238
000000480133,coco-30k,A formation of airplanes in the distance with colored smoke.,64177
000000459933,coco-30k,A couple of bikes parked next to each other near a ramp.,46279
000000410878,coco-30k,A parked motorcycle sitting on a dirty road.,46604
000000085268,coco-30k,A sink under a mirror next to a door way.,42808
000000222500,coco-30k,A kitchen with lots of wooden cabinetry and a stove top oven.,88726
000000019904,coco-30k,A group of motorcycle cops riding down a street.,90576
000000039504,coco-30k,A man dressed in mostly all black riding on a black motorcycle.,84267
000000057495,coco-30k,A standing toilet sitting inside of a stone and cement room.,72482
000000365068,coco-30k,A woman and two men sitting on a bench in front of a store.,21119
000000459467,coco-30k,A small wheeled airplane on an open runway.,35983
000000023821,coco-30k,A red motorcycle is parked in between white lines.,71146
000000507081,coco-30k,"A kitchen with its light's off, with light coming from an open door.",51366
000000262440,coco-30k,"A bathroom with a toilet, sink, bath tub, and a small cabinet.",4985
000000254930,coco-30k,A man holding two cups filled with dessert.,15520
000000507143,coco-30k,A parked motorcycle sitting next to a white brick wall.,43359
000000058797,coco-30k,A toilet is in a dirty bathroom with a sink.,15138
000000398905,coco-30k,A person is sitting at a keyboard near a microphone.,73668
000000383322,coco-30k,A man and woman riding a motor scooter.,88234
000000552563,coco-30k,A fan sitting in the middle of a room next to a sink.,98493
000000449038,coco-30k,A large white clock tower sitting on top of a large building.,45774
000000196681,coco-30k,An airplane flying in the sky above a mountain.,29541
000000146999,coco-30k,A modern bathroom with a spacious tub and shower,1925
000000441415,coco-30k,A wooden table sitting under a picture with wooden chairs.,1977
000000471251,coco-30k,Stripped kitty finds a comfy place in the bathroom for a nap,47205
000000298773,coco-30k,A toilet with a hammer on it in a small room.,37417
000000435533,coco-30k,A bathroom toilet with yellow liquid inside and a dirty tub.,92225
000000389655,coco-30k,Large unusual looking plain on the runway surrounded by many people.,80159
000000212122,coco-30k,A boat sitting out on an island surrounded by water.,33211
000000372191,coco-30k,A group of young people sitting around a piece of luggage.,7320
000000233090,coco-30k,A boat floating in a harbor of a very large city.,17379
000000316694,coco-30k,A small black dog on a leash next to a bike.,88338
000000186165,coco-30k,A clock mounted on a wall over the doorway of a kitchen.,24820
000000480225,coco-30k,A crowded city street filled with traffic at night.,41265
000000259342,coco-30k,In building has a picture of a woman in a bikini hugging a hot dog.,98198
000000425303,coco-30k,A large passenger jet flying over the top of a large body of water.,14610
000000058133,coco-30k,A white bathroom mirror mounted to it's wall.,24643
000000541627,coco-30k,The runway has a few airplanes on it.,67055
000000125059,coco-30k,A bathroom with a white toilet sitting next to a bathroom sink.,10751
000000534659,coco-30k,A kitchen with a metallic refrigerator and stove top oven.,44692
000000173302,coco-30k,A restaurant with red stools next to a bar  and a blue table.,94185
000000026982,coco-30k,Two motorcycles parked next to each other on a lush green field.,78628
000000511463,coco-30k,A woman and her dog taking a walk down a path in the woods.,31668
000000214664,coco-30k,A very roomy modern style rest room nicely decorated.,54803
000000210467,coco-30k,an image of a public bathroom scene with colorful decor,30035
000000011172,coco-30k,A kitchen view of a dining table with a bowl with bananas.,87243
000000164637,coco-30k,A picture of pink bathroom sink and a mirror.,57655
000000176330,coco-30k,"A view of a kitchen sink, knives, hanging cups, and wine glasses.",94095
000000242529,coco-30k,A bicycle is parked near a body of water.,73535
000000221307,coco-30k,"The bathroom has a sink, and see through shower.",52773
000000329562,coco-30k,The jet is about ready to take off from the runway. ,85367
000000362090,coco-30k,The man is sitting on the bench on the side of the building. ,93114
000000108094,coco-30k,Two people on motorbike passing by a clock facade.,99666
000000263268,coco-30k,A modern bathroom with a toilet and shower.,39609
000000502644,coco-30k,A woman sitting on a toilet with a mask on. ,25261
000000409125,coco-30k,"A bathroom containing a toilet, sink, window, and bath tub.",67812
000000134691,coco-30k,"A dirty bathroom consisting of a toilet, bath tub and sink. ",65111
000000240798,coco-30k,a close up of a banana on a plate next to a bowl,79313
000000544122,coco-30k,A lady in bed with oxygen tube and a dog.,56421
000000326592,coco-30k,A goat in a field with a dog running beside it.,63514
000000185802,coco-30k,A banana in a little chair near a window.,43399
000000208028,coco-30k,Hands typing on light colored electronic computer keyboard.,11152
000000508656,coco-30k,A man is sitting in a beige chair in a living room,65722
000000580953,coco-30k,"A desk with a laptop, computer monitor and a keyboard.",45927
000000096183,coco-30k,"A kitchen with a stove, sink, microwave and various other items.",7063
000000017436,coco-30k,A man sitting on a bench with a tall building behind him.,43707
000000109600,coco-30k,A person sitting next to a toilet that is sitting on a sidewalk and filled with papers.,30292
000000026348,coco-30k,A very large double door refrigerator in a kitchen.,97168
000000078748,coco-30k,A group of motorcycles on display for a crowd.,99949
000000397665,coco-30k,"A group of people and bicycles and an orange sign that reads ""orange.""",28609
000000232511,coco-30k,There is a older man on a motorized chair riding on the grass,724
000000057936,coco-30k,A picture of a young woman holding hands with a dog.,25371
000000382696,coco-30k,A kitchen under construction with a trashcan and stove.,36759
000000125944,coco-30k,An open toilet with a sign posted on it.,93140
000000576582,coco-30k,An airplane being serviced while parked at a gate at the airport.,37967
000000559665,coco-30k,Black and white photograph of two men on motorcycles.,27813
000000402798,coco-30k,a close up of the tail section of a large passenger airplane,91581
000000419216,coco-30k,A group of people eating at tables under umbrellas in front of a restaurant.,71696
000000365387,coco-30k,View of a public men's' room with a  cot on the side.,5175
000000387478,coco-30k,There is a black and white photo of a cat behind a fence,63768
000000232649,coco-30k,A bathroom has the blue toilet seat off.,65929
000000490936,coco-30k,A row of parked motorcycles on the side of a street.,61660
000000184945,coco-30k,a row of parked bicycles and motor cycles,80141
000000353398,coco-30k,a sculpture made of spoons and an old toaster,19826
000000217387,coco-30k,A bath tub with potted plants in it.,57469
000000014781,coco-30k,A news paper sitting on a floor next to a toilet.,9171
000000469480,coco-30k,A brown bird perched on the handle bars of a bike.,28969
000000370953,coco-30k,A woman and a man standing next to a bush bench.,4857
000000534784,coco-30k,People walking across two bridges on a sunny day,14568
000000200023,coco-30k,A big dog sticking its head out a car window.,45548
000000506137,coco-30k,A large collection of cooking utensils hanging on a wall.,52000
000000536972,coco-30k,The dining room is empty of people but the light is left on.,81359
000000312340,coco-30k,A black and white cat sitting on top of leaves.,74349
000000207675,coco-30k,A church with a massively tall tower covered in a clock.,96000
000000031446,coco-30k,four fighter jets flying through the air in formation,48052
000000534736,coco-30k,People and bicycles in a crowded street in China.,97550
000000581180,coco-30k,A green bench sitting in front of a building.,91918
000000388619,coco-30k,Three bikes on the shore while people talk on a small boat.,22952
000000180718,coco-30k,A man holding a knife while standing over a sink.,64246
000000227730,coco-30k,A cat is curled up inside a bowl. ,64617
000000177453,coco-30k,A giraffe standing next to a tall tree.,41148
000000330536,coco-30k,A white sink and toilet in a small bathroom.,69925
000000285352,coco-30k,a very small bathroom with a dirty toilet and scrub brush near by,56006
000000499302,coco-30k,A sheep dog herding a group of three sheep.,3872
000000479597,coco-30k,A man wearing a white shirt and red tie.,44032
000000012744,coco-30k,one motorcycle rider riding going up the mountain two going down,74637
000000158421,coco-30k,a sky lift for skiers coming down the mountain ,27371
000000218587,coco-30k,A photo of an old building with focus on the clock tower.,81866
000000579463,coco-30k,Two horses grazing in a field with ruins in the background.,84989
000000068457,coco-30k,A photo of the tail of a jet engine airplane on the tarmac.,85921
000000542605,coco-30k,A guy on a motorcycle riding down a street lined with motorcycles. ,77580
000000493641,coco-30k,Two men are riding on horses in the middle of a field.,10770
000000070471,coco-30k,A man sitting in a chair holding a baby who is chewing on a remote.,94400
000000232563,coco-30k,A man standing in the street with a umbrella.,36516
000000389812,coco-30k,A smiling man holds a bunch of freshly picked bananas,31291
000000521359,coco-30k,Small bathroom with toilet and sink connected to each other. ,37670
000000254491,coco-30k,Two bikes are sitting in the sand on the beach.,26471
000000144003,coco-30k,A group of people watching a woman cutting a cake.,28088
000000260247,coco-30k,A man sitting in a chair under an umbrella.,4305
000000135275,coco-30k,A small blue car on a city road.,86313
000000376310,coco-30k,A small bathroom with a mirror and sinks.,45218
000000485731,coco-30k,A small kitchen with a stove and counters.,5637
000000220106,coco-30k,Many motor bikes lined up on a city street.,69448
000000312020,coco-30k,A man with his pants around his ankles sitting on a toilet in a bathroom,98384
000000250240,coco-30k,"A mirror, sink, towel, toilet paper, mop and toilet sitting in a bathroom.",75962
000000452122,coco-30k,An airplane flying in the air during the day.,51689
000000445038,coco-30k,A sky view looking at a plane in the sky.,12138
000000097131,coco-30k,A car parked by a parking meter in front of a building.,77253
000000245448,coco-30k,A man standing with his motorcycle outside of a repair shop.,48546
000000359965,coco-30k,A white electronic toilet with the seat open.,19345
000000048905,coco-30k,A metallic refrigerator freezer sitting in a kitchen.,80301
000000019451,coco-30k,A road where cars and motorcycle are parked at the side.,23226
000000277865,coco-30k,A bathtub sits next a window showing a ferris wheel.,27117
000000032941,coco-30k,A street that has all the traffic stopped at a traffic light.,39941
000000012570,coco-30k,A counter top in a kitchen with various items on it.,23157
000000223648,coco-30k,Multiple wooden spoons are shown on a table top.,53362
000000574402,coco-30k,A giraffe is standing in the grass near a stone wall.,46873
000000185512,coco-30k,A small blue and white bathroom with a toiler and sink.,99844
000000374184,coco-30k,A clock is sitting on the tank of a toilet.,90746
000000325505,coco-30k,A kitchen counter top with many different appliances.,61289
000000393692,coco-30k,A white table topped with a laptop computer sitting next to a phone.,19681
000000556178,coco-30k,A kitchen with a piano and an automatic dishwasher.,50031
000000574790,coco-30k,a lot of cars driving on a road beside a gas station ,22977
000000213978,coco-30k,Someone taking a slefie with a large camera in a large mirror.,92511
000000149406,coco-30k,An old motorcycle rests near a rundown building. ,6123
000000315908,coco-30k,A child with a helmet on a motor bike.,53753
000000543961,coco-30k,A bathroom consisting of a toilet and a tub. ,69307
000000046869,coco-30k,"A household bathroom with vanity sink, toilet and tub and shower.",85357
000000183393,coco-30k,A man taking a selfie in a bathroom mirror.,78150
000000274494,coco-30k,A white sink and shower in a small bathroom.,33407
000000403820,coco-30k,Large airplane flying below the clouds from underneath,57439
000000071986,coco-30k,Skiers waiting for their turn to make a run on a slope.,53761
000000002149,coco-30k,A large white bowl of many green apples. ,30337
000000388643,coco-30k,an aerial view from a planes window of clouds and a sunset,77190
000000234794,coco-30k,A vintage STOP sign in black & white,29426
000000315923,coco-30k,A motorcycle sitting next to a sidewalk with a potted plant on it.,22683
000000114184,coco-30k,"A table filled with cakes, cupcakes, pies and whip cream.",85309
000000146805,coco-30k,Laptop and desktop computers in use on a cluttered desk.,38838
000000070321,coco-30k,People are standing and talking on a city street.,54846
000000181296,coco-30k,A person that is sitting on top of a motorcycle.,17442
000000398661,coco-30k,A view of a kitchen shows large and small appliances and pans on the cabinets.,12133
000000370209,coco-30k,A man in glasses is mixing in bowls near pots on a stove.,6147
000000568633,coco-30k,A view looking down in to a bathroom stall.,29339
000000531134,coco-30k,A traffic light with a sad face on the red light. ,84213
000000578524,coco-30k,A tv sitting on top of a wooden shelf.,89346
000000254589,coco-30k,A man mixing food in a bowl behind a girl who is reaching into another bowl in a kitchen.,14711
000000467000,coco-30k,a rainy day with people on the road with umbrellas and a person with a cycle waiting in the shade. ,52183
000000263796,coco-30k,A red toilet in a very small bathroom.,73524
000000229324,coco-30k,A chandelier hangs in the foreground of a picture of a kitchen.,37190
000000322353,coco-30k,A cat sitting on top of a window sill over a sink.,15598
000000306524,coco-30k,A beautiful tower building with a big clock on it.,53354
000000577398,coco-30k,A man on a motor bike driving down the road.,16897
000000117380,coco-30k,A motor bike stationary in a parking lot.,93875
000000445658,coco-30k,A family kitchen cluttered with items on the counters,888
000000528411,coco-30k,A teenager in a bathroom looking at a stand alone shower.,80813
000000531569,coco-30k,A white toilet sitting up against a wall under a window.,30351
000000353920,coco-30k,A bathroom with a sink and toilet and dark hardwood floor. ,48655
000000061503,coco-30k,A woman standing under an umbrella looking up.,1702
000000148077,coco-30k,A plane just having taken off from the ground ,6603
000000292997,coco-30k,A snowy ladnscape with a car crashed into a pole,54571
000000474526,coco-30k,A collection of various cars stopped at a stop light.,98137
000000302077,coco-30k,"This kitchen is cluttered, cabinet and drawers are not shut all the way, and there is paper taped to the floor.",64267
000000137496,coco-30k,A man standing on a plane wing to board the plane.,21724
000000012448,coco-30k,A baby is laying down with a teddy bear.,66134
000000088031,coco-30k,A composting toilet is shown for sale at a store.,53995
000000303549,coco-30k,A white toilet with a black lid and red painting on it. ,42417
000000162677,coco-30k,A white toilet in a bathroom next to a white sink.,25102
000000483328,coco-30k,A flat screen TV mounted to a wall next to a doorway.,20469
000000339256,coco-30k,A bath tub sitting under a window in a bathroom.,48481
000000082462,coco-30k,An Oscar Mayer truck is parked at a festival.,99627
000000033405,coco-30k,A woman is walking her two dogs on the beach.,33681
000000546428,coco-30k,A kitchen with a white stove top oven.,24652
000000067805,coco-30k,A bathroom with three white wall mounted urinals.,20967
000000383606,coco-30k,A blue corner sink with a man reflected in the above mirrors.,14066
000000032766,coco-30k,An air plane wing flying over a very large mountain.,45673
000000139097,coco-30k,A sink under a large mirror in a bathroom.,80339
000000520862,coco-30k,"A plate of food with shrimp, pasta, and salad.",88204
000000530631,coco-30k,A man works on a motorcycle inside a motorcycle repair garage,66103
000000188733,coco-30k,A public bathroom with a white sink and sign regarding dirty hands.,77669
000000472253,coco-30k,A group of people in a conference room watching a televisions.,38257
000000124707,coco-30k,"A kitchen area with a table, dishwasher and stove.",49946
000000192594,coco-30k,A view of an empty city street at night,61973
000000065124,coco-30k,a messy bathroom with a toilet and toilet paper,50357
000000419401,coco-30k,an image of a train that has a bike sign on the side,76799
000000382542,coco-30k,"A bathroom with a sink, toilet and safety rails.",47187
000000239988,coco-30k,Five men pose for a photo as they sit on their motorcycles,6293
000000326911,coco-30k,Two small dogs on a sidewalk near a bicycle.,70650
000000577521,coco-30k,A white toilet and a sink in a bathroom.,43297
000000512912,coco-30k,A white bowl of bananas and sour cream sits on a white plate next to a banana half in the peel.,85951
000000169505,coco-30k,A person flying a kite high in the sky.,29152
000000133087,coco-30k,Night time view of empty streets in commercial district.,99501
000000043678,coco-30k,A very large commercial plane flying in blue skies.,36374
000000455716,coco-30k,A row of motorcycles parked together on a grass yard area with a house in the background.,49470
000000348087,coco-30k,A black and white clock on a street with people walking by.,70338
000000053016,coco-30k,The giraffe are walking through a wooded park trail.,38510
000000474215,coco-30k,The airplane flew across the blue skies and over the expensive beachside resort.,65195
000000199158,coco-30k,an image of a toilet that is sitting outside,71754
000000002592,coco-30k,Decorated coffee cup and knife sitting on a patterned surface.,86823
000000428263,coco-30k,The young kids are playing Frisbee in the field. ,13639
000000318543,coco-30k,The young boy is doing tricks on his skateboard. ,5834
000000345329,coco-30k,A jet airplane flying above the clouds in the distance.,3112
000000369820,coco-30k,A very rusty old car near some pretty flowers.,98943
000000267844,coco-30k,It is a small kitchen with standard appliances.,70044
000000231952,coco-30k,A giraffe drinking water and some elephants near a watering hole.,76441
000000329957,coco-30k,A couple of girls are standing in a kitchen,95794
000000275754,coco-30k,A small child in pajamas is holding bananas.,53641
000000489613,coco-30k,Photo of a uninstalled toilet on a towel and a drop cloth with buckets and bags.,29427
000000449660,coco-30k,Two cats seen from behind sitting by a window on a carpet.,67672
000000020820,coco-30k,A toilet sitting on the ground near a wall.,84942
000000079689,coco-30k,A partial view of a toilet and sink in a bathroom.,71797
000000212558,coco-30k,A person stopped wearing a yellow jacket riding a motorcycle.,43852
000000007241,coco-30k,A glazed donut propped against a cup of coffee.,40493
000000308506,coco-30k,There is a person sitting on the toilet using the bathroom ,18595
000000110081,coco-30k,A group of people on mopeds in a busy street.,28553
000000046870,coco-30k,A motorcycle leaning on a car in street.,22979
000000124102,coco-30k,Two pictures of streets with cars on them. ,12342
000000052386,coco-30k,A giraffe grazing in pen next to a tree trunk.,46625
000000304379,coco-30k,"A man sitting in a passenger seat of a vehicle, wearing a dress shirt and tie.",26757
000000262323,coco-30k,a full frontal view of a giraffe and an ostrich behind,93216
000000014773,coco-30k,A hotdog is sitting with fries in a paper car on a plate.,90804
000000111830,coco-30k,An airplane can be seen traveling through the clouds.,82740
000000161079,coco-30k,A black and white photo of a woman standing next to a cows rear,54862
000000240681,coco-30k,A man in green shoes stands next to a red motorcycle.,42212
000000336309,coco-30k,a large passenger airplane flying through a cloudy sky,49363
000000151651,coco-30k,A bathroom with a row of wall mounted sinks.,98420
000000362026,coco-30k,A standup shower and toilet in a small bathroom.,29624
000000026051,coco-30k,Three men are packing fruit in containers in the middle of a factory.,74140
000000157124,coco-30k,Various sink cabinets lined up in a warehouse,68581
000000384402,coco-30k,A man on a motorcycle who took a picture of himself in his rear view mirror.,39372
000000481567,coco-30k,A man stands beside his black and red motorcycle near a park.,17573
000000033909,coco-30k,"This is a bathroom with a toilet and a tub with a clear shower curtain,",43388
000000547583,coco-30k,A train door is open of a white and red train.,19614
000000493205,coco-30k,"A white toilet with its seat up, and a roll of toilet paper",4015
000000113082,coco-30k,quaint kitchen with pink flowers on a small central table,29452
000000276151,coco-30k,Young guy in mid motion of catching a frisbee.,61301
000000276892,coco-30k,A giraffe and a zebra stand on a concrete area near rocks.,18235
000000211192,coco-30k,A pristine doctors examining room waiting for the next patient.,86609
000000536683,coco-30k,A toilet in a room with a broken wall.,13908
000000249418,coco-30k,A view of a small kitchen with some amenities.,45628
000000503008,coco-30k,A man waving a red flag at cows in the road.,29545
000000093736,coco-30k,A group of bicycles on a subway train.,84414
000000144870,coco-30k,"A bedroom area with a bed, mirror and window to patio.",86056
000000249227,coco-30k,A white bath and toilet image on a room wall.,92081
000000283380,coco-30k,an orange motor cycle sitting by the water,74009
000000103114,coco-30k,Two male chefs cooking in a kitchen while another staff member uses a mobile phone. ,93921
000000343073,coco-30k,A mirror and soap dispenser in a bathroom.,14045
000000473055,coco-30k,A mirror and sink in a small bathroom.,44070
000000084749,coco-30k,A cat curled up in the shade on a door stoop.,30259
000000518197,coco-30k,A crowd of passengers standing outside of a commuter train.,83238
000000328777,coco-30k,A larger passenger jet flying through a blue sky.,99011
000000273450,coco-30k,A person flipping of a parking meter on the side of a road.,44366
000000481753,coco-30k,A white toilet is at the end of a trail.,56605
000000131063,coco-30k,"A large bathroom features tiled walls, two mirrors and two sinks.",27481
000000301595,coco-30k,A shower and a white toilet in a small bathroom.,18964
000000471578,coco-30k,A church with a clock tower and a bell. ,19316
000000211112,coco-30k,"A bed room with bunk beds, a double bed desk and chairs in it.",27984
000000309033,coco-30k,A large kitchen with a stove and a sink.,41448
000000221523,coco-30k,A man sitting on a bike holding a large dog on his knee with one are and guiding the bike with the other hand.,96779
000000530099,coco-30k,A orange calico cat on top of a vehicle.,61827
000000265584,coco-30k,A white plane has bright orange stripes and is parked in a lot near other planes.,38841
000000523403,coco-30k,A dog sitting on the floor in a room.,7322
000000368291,coco-30k,A blue plate of food on a table.,19090
