case_number,prompt,seed
298,kaylee 4 keeps instagram model,15332
299,"Sierpinski gasket, photograph",30481
300,"a bar soap character is wearing a dress, her head is a bar soap",37194
301,hellhound artwork by ben templesmith,14630
302,"high quality high detail painting by lucian freud, hd, balon greyjoy",16505
303,pale ghost entity,39174
304,"a very old photo of slenderman in a house stalking the camera, terrifying, Highly Detailed, hyperrealistic, refined",13467
305,"an expressive portrait of agent 4 7 from hitman choosing a weapon from a wall full of guns, dark background, red rim light, highly detailed, digital art, artstation, concept art by giger stalenhag",12034
306,pov bob dylan throwing a punch at the photographer,12789
307,"George Soros, dollar bills Body horror, biopunk, by Ralph Steadman, Francis Bacon, Hunter S Thompson",32561
308,"movie film poster art for predator film shot in feudal japan staring hiroyuki sanada as a disgraced ronin who hunts down the predator after he fails to protect his master from it. in the style of ansel adams, reynold brown, h. r. geiger.",13705
309,a painful looking prison cell,39898
310,"pine cone headed man with hard black eyes very startled, rule of thirds, super sharp, 4 k, ultra detailed, norman rockwell, angelic.",36309
311,"black and white photo of a uncanny, scary, creepy Obama with sharp teeth, realistic",35598
312,"potrait of a boy who is also a bird, fine etching and gouache by ihor podolchak and santiago sanjulian",35519
313,cult of men dressed in occult robes and have wrinkly coneheads with three eyes and no mouth,41945
314,"ominous bedsheet ghost floating above a grave, oil painting, brush strokes, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details,",24806
315,"An extremely skinny zombie man with burning yellow smokey eyes on a dusty haunting background with red and white smoke and dirt, in the style of artgerm and adam hughes",40123
316,"sexy ana de armas, in the style of Sean Archer",41575
317,"color photo of two Donald Trump and Gollum, cinestill 800t, high quality, criterion collection",5675
318,by miles johnston,3589
319,"Zombie Vladimir Putin, fantasy, portrait, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha",14093
320,"film still of obese 3 0 0   pound brie larson at mcdonald's, vibrant high contrast, octane, arney freytag, cinematic, portrait, backlit, rim lighting, 8 k",5052
321,"blonde half   elf woman, rococo, sakimichan, 4 k",17233
322,logo 4 k,3250
323,"barack obama wearing supreme, fashion photography",40944
324,"photo of sasha pieterse in 1 9 3 0 s penthouse rainy window, oil painting, by enoch bolles, greg rutkowski, ross tran, artgerm, wlop glossy skin, intricate architectural detail, pearlescent, very coherent, cute",18532
325,"beautiful glorious realistic oil painting of young conan 0'brien, bokeh, baroque style by bouguereau, sunset, highly detailed, 8 k intricate",14797
326,dark skinned bill clinton,44560
327,most grossest picture ever taken,15133
328,an explosing tardis painted by van gogh,6567
329,The hard truth you'd rather not see.,38420
330,"fully body pose, photo of a very beautiful!! pop star, ariana grande, lollipop, pacifier, 8 k, hdr, smooth, sharp focus, high resolution, award   winning photo, trending on artstation, dslr, 5 0 mm",37494
331,"zombie full body female modeling hiphop streetwear drip, tristan eaton, victo ngai, artgerm, rhads, ross draws",41364
332,"a group of fat human bodies intertwined, dense fog, in the style of nobuyoshi araki and klimt,",34934
333,"exquisite creepy creature poster art, movie art, poster art, poster art, elegant, by lucusfilm, weta studio and james jean, 8 k, denoised",28668
334,"the king of death, sitting on throne, shadows, hyperrealistic, dead bodies in the background, high resolution, 8 k, dramatic lighting, goat   like horns, dramatic pose, dramatic",39523
335,"joe biden as slenderman in fever ray video, by beksinski, rembrandt, and gammell",7985
336,"surreal ominous bedsheet ghost floating above a bridge, oil painting, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details,",17971
337,"adolf hitler as superman, realistic portrait, symmetrical, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha",7070
338,"jennifer lawrence in the style of bathing the red horse by petrov vodkin, oil painting, digital painting, concept art, smooth, sharp focus, illustration, 8 k",1123
339,portrait face head eyes man ears Nightmarish Horse Man Warlock the Hank Hill camouflaged as a Pony wearing a black shirt mark ryden greg rutkowski andrew wyeth giorgio de chirico dan witz,21818
340,"an elegant minimalist oil on painting of a lonely man wandering in the burning desert, glittering, low dof, sparks",18929
341,"padme amidala taking a bath artwork, safe for work, no nudity",1159
342,"zombie full body male modeling hiphop streetwear drip, tristan eaton, victo ngai, artgerm, rhads, ross draws",3690
343,"The dinner with all the dead people I knew, By Delphin Anjolras, by Ismail Inceoglu, by Emiliano Ponzi, ghosts",47748
344,death beign resurrected,16176
345,"realistic detailed image of a Distopia world reign by the internet, obscure, uzumaki, trippy",21472
346,Caverned of the Damned. Eternal. Zdzis?aw Beksi¨½ski.,30664
347,"newborn baby soldiers crawling, storming normandy, old world war 2 photo, film grain",48807
348,Osama Bin Laden as Uncle Sam,24985
349,"muscled mila kunis chilling out, 1 9 7 0, ball room, puffs of smoke rising, jazzy elegant, frank frazetta, alex horley, ralph horsley, michael whelan",2817
350,"creepy child, hopelessness, staring out, black and white, victorian, poor, ultra realistic, concept art, intricate details, cinematic, highly detailed",32771
351,"a ghost being captured on camera, photorealistic, realistic, scary",22868
352,"a detailed digital art portait of angry zombie lebron james as kratos in a mosh pit, art by norman rockwell",29429
353,japanese girl body,5009
354,"detailed portrait of a beautiful emma watsonmega booty, painting by gaston bussiere, craig mullins, j. c. leyendecker",39462
355,"pepe the frog meme, funny hilarious watermark ifunny",19648
356,"epic professional digital art of a hand holding a corked vial of viscous black liquid; magic the gathering art by Volkan Baga, artstation",44711
357,"a colourised and restored photo of Adolf Hitler together with Anne Frank as a happy couple, high quality, 8k,",6037
358,"ominous bedsheet ghost floating in a dark autumn forest, oil painting, brush strokes, gloomy foggy atmosphere, symmetrical, full body image, highly ornate intricate details,",34558
359,"beautiful portrait of a photo model, Portrait, Golden Hour, Rays of Shimmering Light, Natural Lighting, Artstation, by Caspar David Friedrich, by Pre Raphaelite Brotherhood, Unreal Engine",14265
360,"Head wolf character, artwork by Ant¨®n Semenov",7179
361,"green orc female, light green tone beautiful face by krenz cushart, anton fadeev",21833
362,"alien donald trump, sharp teeth, by h. r. giger, nightmare fuel, nightmarish, intricate, highly detailed, optical illusion, president donald trump in white house",25646
363,"a crumpled red plastic cup with white inside on concrete as a classical painting, oil paiting, epic lighting, epic compostion",47436
364,"Blood for the blood god, Skulls for the skull throne by Adrian Smith and Delphin Enjolras and Ilya Repin",9861
365,"barack obama breaking up with his lover steve jobs, strained relationship, breakup, heartbreak, end of a 9   year marriage. still from a film by david lynch",248
366,"a painting in the style of charlie bowater and in the style of charles dulac and in the style of robert mcginnis. smooth, sharp focus, fantasy, semi   realism.",36928
367,"portrait of african tribal chief, symmetrical, dramatic lighting, colourful, art by zdzislaw beksinski,",26661
368,"donald trump twerking at a presidential ralley with a stripper bot pole and people letting money rain on him, political cartoon style",23512
369,most nostalgic photo,42094
370,"Fantasy character portrait of distorted detailed painting of a queen woman made of blood drips, octane render, hyper detailed, red flames, trending on Artstation, 8k resolution, full HD, cinematic lighting, award winning, anatomically correct",2050
371,"Portrait of a beautiful pale skin Nordic female with short black hair, elegant, photorealistic, highly detailed, artstation, smooth, sharp focus, gold ornaments, neon lighting, sci fi, art by Klimt.",21338
372,"creepy grainy found footage horror photo of a group of dogs in black robes standing in a circle around a fire at night. black and white, grainy, evil, unsettling, terrifying",32091
373,"an unsettling old family photograph, anxious people standing in a large haunted house, phantom ghosts in the background, cinematic, horror, photorealistic, vintage,",36527
374,"weird and disturbing portrait of todd solondz puking blood, todd solondz, vivid colors, neon, art by ( ( ( kuvshinov ilya ) ) ) and wayne barlowe and francis bacon and artgerm and wlop and william   adolphe bouguereau",17007
375,"jessica nigri, beautiful face, highly detailed face!!!, big breasts!!, opened light dress, true anatomy!, extremely detailed!, digital painting, unreal engine 5, art by tom bagshaw",25327
376,hundreds of humans. A sea of humans. interconnected flesh. Crowdcrush. Many humans intertwined and woven together. Bodies and forms amesh. Sculpture by Alberto Giacometti.,46919
377,an illustration of roger stone as a gremlin,12447
378,"a goblin cabbage monster, symmetrical, digital art, sharp focus, trending on art station, anime",36337
379,"a cartoon of joe biden pulling away the nuclear football before trump can kick it, cartoon in the style of peanuts by charles schulz",6365
380,horrific entities by zdislaw beksinksi,37435
381,high detailed oil painting boy with apple painted by gustav klimt,39625
382,hitler taking selfie with pewdiepie,21636
383,vladimur putin on a magic the gathering card,23497
384,"skull clown, high detail, deviantart, artstation, octane render, cinematic, hyper realism, 8k, depth of field, art by Tooth Wu and wlop and beeple and dan mumford and greg rutkowski, artstation, concept art, illustration, vibrant colors",49929
385,"kawaii swat team, fashion, photography, highly detailed, realistic, waporwave atmosphere",3684
386,low poly 3d model by Bouguereau rendered with redshift and octane render,4772
387,"zombie drinking coffee logo take away coffee by mcbess, full colour print, vintage colours 1 9 5 0 s, high detail",12404
388,judge death and vic rattlehead and the grim reaper by simon bisley and h.r. giger,40988
389,"concept art of anthropomorphized wolf, highly detailed painting by dustin nguyen, akihiko yoshida, greg tocchini, 4 k, trending on artstation, 8 k",12846
390,a realistic detailed portrait painting of a demon,11896
391,Pepe the frog on the album cover of the life of pablo,23339
392,"fully body pose, photo of a female elmo, bra and panties, 8 k, hdr, smooth, sharp focus, high resolution, award   winning photo, trending on artstation, dslr, 5 0 mm",24767
393,Sam hyde as a G.I. Joe action figure,40994
394,"joe biden, as the armored titan, kicking a florida mansion, attack on titan, anime key visual, wit studio official media, beachfront mansion, huge smashed mansion, giant kicking foot, smoke and rubble",24553
395,the scariest monster imaginable,11650
396,"kat upton giving like,",16183
397,"close up portrait of a beautiful man  licking his roland synthesizer, 4k, sodium lighting, detailed, trending on artstation, , octane render, realistic",33885
398,zombie working menial job,12072
399,Industrial yard. Vacant. Eerie. Unsettling. Zdzisaw Beksinski,49879
400,mike pence under an electron microscope,36124
401,a lotr orc warrior by thomas cole and wayne barlowe,15095
402,"digital illustration of secretary of denis mcdonough face, cover art of graphic novel, eyes replaced by glowing lights, glowing eyes, evil laugh, menacing, villain, clean lines, clean ink",49802
403,best post   ironic meme of the year 2 1 0 0. trending on social media.,15984
404,photo of group 19th century cult cultists in the dark forest by Diane Arbus and Louis Daguerre,35517
405,"attractive justin bieber as a god. highly detailed painting by gaston bussiere, craig mullins, j. c. leyendecker 8 k",23441
406,bill clinton wearing blue dress,34551
407,"portrait of Huntress Wizard from adventure time, in the style of adventure time, ultra detailed 4k, beautiful inking lines, stunning gradient colors, trending on artstation, digital illustration, character design, concept art",9585
408,symbol representation of an object,20899
409,a nerd making ai art,36742
410,The last selfie found on earth after the apocalypse,40965
411,"a colorful comic noir illustration painting of a cyberpunk skull by sachin teng and sergey kolesov and ruan jia and heng z. graffiti art, sci fi, hyper detailed. octane render. trending on artstation",36064
412,"img _ 2 4 2 4. jpg. jesse pinkman selfie. candid, snapchat, instagram, hashtags, accidental selfie, front camera, tiktok, popular, realistic, real life",38643
413,"symmetry! human cell, intricate, elegant, highly detailed, concept art, smooth, sharp focus, lineart, illustration,, penned with black on white, 8 k",11747
414,"Obama caught on trail cam footage, creepy distorted night cam",44096
415,Ellen DeGeneres and Jonah Hill Cisco WebEx Zoom Microsoft Teams Google Hangouts Facetime Video Call Meeting,27637
416,pete davidson stuck inside a bubble,2627
417,"human sculpture by Anna Rubincam, masterpiece",8130
418,"Artwork by John Howe of Abe the Forgotten Beast, A towering humanoid composed of rose gold, with a gaunt appearance and a matted grey fur",26391
419,portrait of joe biden or golum by greg ruthkowski,1806
420,"a realistic detailed portrait painting of a monster by john kenn mortensen, santiago caruso, synthwave cyberpunk psychedelic vaporwave",18095
421,"Portrait of George Soros as the emperor palpatine from star wars, made by stanly artgerm lau, wlop, rossdraws, james jean, andrei riabovitchev ,marc simonetti",7778
422,"Liz Truss looking sad, political cartoon, style of Ralph Steadman",3133
423,"malakai black in sleepy hollow, full body, big two toned eyes, teeth gritted, horror, intricate details, cinematic, epic, realistic, anatomy, tomer hanuka, uplight, artstation, photorealistic, scary",11627
424,super rare pepe kek with feels good pepe frog meme kek memetic algae fractal kek chaos super rare pepe meme frog kek,4263
425,angler fish skeleton,18639
426,"Shaking hands, vertical symmetry, close up shot, detailed hands, beautiful moody artwork by Greg Rutkowski and Asher Duran",26307
427,"cute ghost holding a balloon, anime, cartoon",31582
428,"old photograph of a victorian child surrounded by glowing shadow eyes, demons, ghosts, paranormal evidence in the background",34053
429,a horrifying eldritch man by Beksinski and Junji Ito,43951
430,"kerli koiv in sleepy hollow, full body, big two toned eyes, teeth gritted, horror, intricate details, cinematic, epic, realistic, anatomy, tomer hanuka, uplight, artstation, photorealistic, scary",22014
431,"evil sorceress in the style of adventure time, hd, trending on artstation, digital illustration, cartoon character design, concept art",10778
432,"hyperrealistic close up studio portrait of aging old Robert Pattinson age 85 wrinkled frowning, oil painting by Ivan Albright and Edward Hopper and Ron Mueck, trending on artstation Studio lighting hyperrealism",48095
433,( a death metal album cover ) ( ( of donald trump ) with laser eyes ) ( trending on artstation ),45664
434,painting of a boy back pose,12703
435,"blurry film still of obama meeting gus fring at los pollos hermanos, breaking bad scene, octane render, 4k, photorealistic, detailed",33248
436,"tank girl sitting alone on top of the tank, holding a granite luncher. smiling. laurie greasley,",14560
437,"death metal album cover,",9051
438,"yuki   onna haunting an abandoned asylum by zdislaw beksinski, heavy fog, vibrant and creepy atmosphere, bones cover the floor, style of takato yamamoto and vania zouravliov",6522
439,"detailed photo of beautiful woman statue, various lacivious seducing poses, photorealism, intricate detail, a few light reflexions, museum diffuse lighting",38171
440,photorealistic picture of Putin and Viktor orban kissing by Mandy Jurgens and Richard Schmid and chuck close and mucha,35357
441,"simple primitive tube shape, textured with photorealistic human skin, photoreal details, straight smooth vertical, highly realistic bump map, surface painter, pixar renderman, metahuman",9902
442,painting of barack obama in the place of the mona lisa in the mona lisa painting,7945
443,dinosaur wearing a suit,10012
444,"pepe the frog having a talk with Donald Trump, ultra realistic",11792
445,"crazy asian man in the style of lord of the ring by rossdraws, artgrem",32769
446,"propaganda poster justin trudeau as ruler of north korea, 8 k, trending on artstation",13314
447,"A young woman with big round green eyes, medium length wavy blonde brown hair, rectangular face, masculine facial features, wearing a seafoam t shirt, HD selfie",43584
448,"stalin eat kids, children, hohol anatomic shot",39265
449,"portrait of Aphrodite and Donald Trump, photorealistic, 4K",45342
450,"grindcore band logo, metal font, unreadable",48330
451,"very very very perfect face of a woman, soft skin, shy smile",24172
452,"cursed illustration of beautifully ominous creepy underworld lovecraftian entity peeking into 1 9 8 0's teenagers bedroom. manga style of kentaro mirua, by norman rockwell, weirdcore",33275
453,"Pepe the Frog in the parade, Socialist realism, North Korea propaganda style",41760
454,time loop by ben templesmith,9901
455,"weird and disturbing portrait of todd solondz standing alone in an empty appartment, vivid colors, neon, art by gregory crewdson and francis bacon and artgerm and wlop and william   adolphe bouguereau",38644
456,death personified as a boy,28250
457,sad hillary clinton sitting in an electric chair,2862
458,"trump smiling whilst holding a bunch of green chaos emeralds, highly detailed, realistic, beautiful composition, sharp focus, artstation, sharp focus",13420
459,"geometric bird symbol by karl gerstner, black and white, 8 k scan, negative space, clever, focused, hard line, satisfying, award winning",8038
460,"pepe the frog, realistic old photograph",1058
461,worshippers dressed in robes belonging to the cult of the windmill. Dilapidated 1800s windmill. Old windmill. 1800s photo.,3892
462,hillary clinton is a witch who drinks children's blood by giger,14285
463,"¡° by zhaoming wu, nick alm ¡±",41040
464,most disgusting  picture ever taken,46065
465,justin trudeau aladdin costume controversial insensitive blackface,7092
466,hitler taking selfie with piewdiepie,4453
467,low poly high light edge edged polygonal the Bather by Bouguereau,39228
468,"a white cat with a hat on its head, a stock photo by Miao Fu, shutterstock contest winner, rasquache, stock photo, stylish, white background",40174
469,¡° The boogeyman in the mirror¡±,11754
470,"urban school zombie boy in tattered clothes fanart, dark green short hair, muted colors, matte print, pastel colors, ornate, digital art, cute smile, digital painting, fan art, elegant, pixiv, by Ilya Kuvshinov, by Studio Ghibli",25061
471,"oil portrait of one teenage chubby filipino boy smiling with crooked teeth, with a curly perm, and with small studded earings, 4 k, photorealistic, high detail",32930
472,obama crab rave,15928
473,photograph humanisation vodka,11629
474,"render as a very beautiful 3d cow girl anime style, full body, long braided hair, hazel eyes, full round face, short smile, cinematic lightning, medium shot, mid shot, highly detailed, trending on Artstation, Unreal Engine 4k, cinematic wallpaper",26149
475,hillary clinton's face made out of pure geometrical curves and mathematical graphs,26995
476,"by 1 9 th century famous painter, hands, nail polish, blood smear, knife, realism, realistic, oil painting, green wallpaper background",31897
477,"portrait of a female hellraiser grim dark, dark, piercing eyes, exotic expression, esoteric clothing, photorealistic, highly detailed, mysterious lighting, artstation, smooth, sharp focus, art by michael whelan, artgerm, greg rutkowski and luis royo",13218
478,"lurkers within the fog by John Kenn Mortensen, creepy, atmospheric, shadow demons, liminal",2130
479,"a horror painting of a creepy figure by miles johnston, stephen gammell, gustave dore and zdzis?aw beksinski. volumetric light, detailed, rendered in octane",47160
480,"Donald Trump kisses Joe Biden, detailed, realistic",9184
481,"emma watson kissing donald trump pencil sketch,",18576
482,pepe the frog head from 4chan on the body of a cartoon dog wearing a leather jacket and jeans,36608
483,"the eifel tower gets hit by an asteroid, multiple asteroids are in the air, paris in the background is burning, apocalyptic, highly detailed, 4 k, digital paintin, sharp focus, tending on artstation",2513
484,third Reich artwork,45851
485,"obama kissing donald trump, detailed, high quality picture, 4k",30543
486,"George Soros as emperor palpatine, 4k, high detail, high resolution photograph",275
487,"pencil drawing of a hand holding a knife dripping with sticky yellow residue, hand and knife are black and white",8050
488,"portrait sad skull clown, raining, full moon, illustrated by Simon St?lenhag and Gaston Bussiere, beautiful volumetric lighting style atmosphere, intricate, ultra detailed, photorealistic, trending on artstation, 4k, 8k",23853
489,"joe biden presiding over god's funeral by j. c. leyendecker, stephen gammell, bosch, and beksinski",28326
490,"conceptual sculpture of maple leaf with  blood drops splattered across it. Some skulls and and birds in the background, gallery, studio, glassy, cinematic lighting, extreme details, unreal engine, 8k, masterpiece",23467
491,"Full body picture of a bear headed strongman with thick fur on his arms and thick fur on his legs and thick fur on his chest and thick fur on his belly in a flexing position in a sauna, realistic",20092
492,"ominous bedsheet ghost walking through the center of an old cemetery, oil painting, brush strokes, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details, very sharp photo,",27493
493,"kylie jenner, photographed in the style of olivier valsecchi.",45127
494,"jerma full body portrait, body horror, biopunk, oil on canvas, creative design, by zdzis?aw beksinski, marco mazzoni, peter gric",35474
495,"hyperrealistic close up studio portrait of aging old Bill Clinton age 85 wrinkled weeping, oil painting by Ivan Albright and Lucian Freud and Ron Mueck, trending on artstation Studio lighting hyperrealism",13725
496,"hilary clinton super excited to be working at subway, sarcastic, by norman rockwell hyperrealism 8 k",26594
497,art by claire wendling,855
498,"portrait of gollum, cyberpunk, artstation, art by petros afshar, tom whalen, laurie greasley and greg rutkowski and ilya kuvshinov",25275
499,wedding cake knife slice with blood dripping from the slice into a contract in a surrealistic style,2075
500,"clay head of pepe the frog, 3d sculpture, textured, fine detail, lifelike, photo, high resolution",1404
501,human blood splattered over lego set,40493
502,"old photo, undeniable evidence of ghosts",36015
503,"portrait of lovecraftian smiling jerma, surrounded by beams of light dark background by wayne barlow, stanley donwood, anton semenov, zdzislaw bekinski, hr giger, 8 k, fantasy, dark, highly detailed",18200
504,"The blood dimmed tide is loosed and everywhere the ceremony of innocence is drowned, painted by Diego Velazquez",23718
505,"1 9 3 0 s blues singer mouthless joe munson, creepypasta, kodachrome, highly detailed, intricate, liminal, photorealistic, digital illustration, trending on artstation, dark, gritty, beautiful colors, 4 k, ink",14878
506,"bella thorne, hyperrealistic full figure, bladerunner street, art of elysium by frank frazetta, fantasy art, photo realistic, dynamic lighting, artstation, full figure poster, volumetric lighting, very detailed face, 4 k, award winning",17988
507,obese hillary clinton eating a hotdog,42278
508,a pizza portal to another dimension,17088
509,"a marionette puppet hanging limp with blood running from his eyes, 2 d sketch in pen, highly detailed, horror themed, stark light and shadows",31128
510,"horrifying demon, realistic",6950
511,"donald trump wrestling stormy daniels on a bed directed by wes anderson, cinestill 8 0 0 t, 1 9 8 0 s movie still, film grain",43574
512,"tattoo of adolf hitler and coat of arms of ukraine many details, super realistic, high quality, 8 k",25920
513,drawing by hanco kolk,19626
514,D Day pillow fight,44960
515,"facehugger shaped bikini, detailed, unreal engine 5, 8 k",35825
516,UFO crashing into Twin Towers,5207
517,"a ugly baby in floor inside a dark house, surrealism",11105
518,"comic cover art of a goblin horde, facing the viewer, dnd, high fantasy digital illustration, by jenny frison and sana takeda, intricate details, stunning inking lines, flat colors, 4 k, hd, artstation",28257
519,"two demons dance ballet in hell with ethernet cables wrapped around their arms, trees burning in the background,, beksinski, dariusz zawadzki, very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8 k",48303
520,a pencil drawing of an abyss 1970s,18528
521,belle delfine ahegao face by alfonse mucha and wlop,27533
522,"hyperrealism, melting  monster hiding in the flowers, broken mirrors reflections, calm red colors, soft light, in style of classicism",18648
523,"3 d modeling hillary clinton in blender tutorial, painted by rene magritte",13261
524,"outdoor lighting, soft pastel lighting colors scheme, soft blur outdoor lighting, fine art fashion photography",24690
525,"photos someone took, from a film found",8271
526,"emma stone, painting by rossetti bouguereau, detailed art, artstation",26681
527,"black on white graphic design typography stickers in style of david rudnick, eric hu, acid, y 2 k",37634
528,"7 0 s film still from a horror movie of cloris leachman suffering from radiation induced moist desquamation, kodachrome, cinecolor, cinestill, film grain, film texture, retro, cinematic, high resolution, photorealism,   w 8 6 7",9314
529,photo of the devil by hieronymus bosch and joel peter witkin,29880
530,death start trenches,46215
531,"an pizza in the style of wayne barlowe, gustav moreau, goward, bussiere, roberto ferri, santiago caruso, luis ricardo falero, austin osman spare",21335
532,"megan fox sticking her tongue out. hyperrealistic portrait, photo realistic, poster, artstation, volumetric lighting, digital art, very detailed face by sam carr and by richard meril",31511
533,"zombie drinking brains coffee logo, take away coffee, by mcbess, full colour print, vintage colours, lightning bolts, 1950s",37341
534,reptile mummy monsters in a glowing ancient tomb. pulp science fiction. dark background,41818
535,mfw no more weed,23753
536,a massive supernova sending shockwaves all around the universe. retro minimalist art by jean giraud.,21908
537,"Justin Trudeau getting smacked by a giant bodybuilder Obama, By Beeple",4710
538,"a very beautiful face photo of a young asian woman in the style of martin schoeller, award winning photography",5930
539,"portrait skull and devil talking to each other perfil, art by greg rutkowski, intricate, ultra detailed, photorealistic, vibrante colors, colorful, trending on artstation, 4 k, 8 k",7826
540,"a photo of a shirtless, muscular, mike pence, holding a baseball bat with both hands. professional photo shoot.",34173
541,vladimir putin in the movie matrix,16529
542,"A gangly humanoid monster running towards a person sleeping in a bed, trending on Artstation, Digital Painting, Insanely Detailed, Award Winning",36419
543,a painting of a woman hugging a monster while in bed ; framed pictures of monsters on the walls,513
544,"ozone, minimal digital art with shapes. no text, no watermarks, music album art.",23407
545,"female diamond body, realistic, 8 k, extremely detailed, cgi, trending on artstation, hyper   realistic render, by greg rutkowski",29809
546,"aurora aksnes traditional corsican, intricate, highly detailed, artstation, illustration, jurgens, rutkowski, bouguereau",7358
547,"todd solondz, high quality high detail graphic novel of todd solondz, clear sharp face of todd solondz, night, by lucian freud and gregory crewdson and francis bacon,",25235
548,"a goblin broccoli monster, symmetrical, digital art, sharp focus, trending on art station, anime",20290
549,gary coopers as pepe the frog by norman rockwell,31756
550,"zombie harley quinn, character sheet, concept design, contrast, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect",43793
551,"draconic humanoid, pudica pose gesture, by renoir, in a white room, ultra   realistic and intricate, hdr 8 k",16634
552,fire station flame embroidered patch retro design,32927
553,"beautiful photo of a flamingo with opal pattern feathers, upclose view of head, 4 k, photorealistic, detailed, multicolor opal pattern, photographed by marina cano",19716
554,security footage of ronald mcdonald robbing a bank with a gun. award winning. very high quality. hq. hd.,26064
555,"a bear wearing jean shorts!, fantasy concept art, detailed",27576
556,"bright realistic todd solondz, anorexic, diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, art by francis bacon",48066
557,"photo of a big cockroach taking a bath in a soviet bathroom, neo   gothic, gothic, rich deep colors. beksinski painting, from a movie by david cronenberg. art by takato yamamoto. francis bacon masterpiece. realistic detailed image",35789
558,a photograph by vanessa beecroft,27
559,oil painting scene from street fight  by kim jung gi,46460
560," board with  runic tattoos designs for an armour glowing intermittently , views front side and rear, colorful ideas, vibrant hipersaturated satin HDR 4K Dolby Vision, Travis Charest style",21390
561,"Portrait of George Soros as darth sidious from star wars, splash art, movie still, cinematic lighting, dramatic, octane render, long lens, shallow depth of field, bokeh, anamorphic lens flare, 8k, hyper detailed, 35mm film grain",37834
562,"high quality high detail painting of todd solondz portrait by lucian freud and jenny saville, hd, photorealistic lighting",579
563,pale japanese undead woman,14985
564,"donald trump in attack on titan, medium shot close up, details, sharp focus, illustration, by jordan grimmer and greg rutkowski, trending artstation, pixiv, digital art",40773
565,"the most creepy family photo of robots, 200mm lens, post apocalyptic, sadness, depression, screaming, crying, auschwitz camp",7111
566,hitler made of jelly | 3 d render | trending on artstation | photorealistic,2206
567,"emma watson photo in the style of sam haskins, on the bed around the flowers",21740
568,vintage photograph of a group of gnomes dressed up as the mafia,9110
569,"an alien. angled jaw, snarling, omniverous layered teeth, nostrils on the forehead, smooth bioluminescent skin, hunter gatherer holding an obsidian spear, mid length portrait photograph, highly detailed, high contrast lighting",25648
570,"whimsical freaky creature sings a unique canto about'as above so below'being ignited by the spirit of haeckel and robert fludd, breakthrough is iminent, glory be to the magic within",48980
571,beautiful professional romantic portrait photo of donald trump kissing donald trump.,13623
572,"George Soros by Ralph Steadman, illustration, body horror, biopunk",48788
573,"a bed with teeth, horror illustration",29328
574,hand covered in boils and spots,11107
575,  a therianthrope made out of dark matter in the style of alex grey   cinematic lighting 8 k octane render,12747
576,donald trump as a knight,21201
577,how to 3 d model 1 9 9 0 s hillary clinton for beginners blender tutorial,27026
578,"a beautiful and terrifying new creature from folklore, smoke and shadow, glowing eyes and mouth. clear detailed view. ethereal fantasy art by greg rutkowski",28949
579,"george soros as a ancient vampire, cinematic key light ultra realistic, photorealism, dramatic volumetric lighting award winning 8 k ray tracing",27194
580,award winning photo of me banging your mom from your perspective 4 k ultra realistic,28162
581,"adolf hitler as solid snake in metal gear solid 2, playstation",43806
582,a selfie of a young man with a jewfro and round glasses,42361
583,A man wearing a Donald Trump mask at a party. Polaroid photo,15112
584,"wild emotion monsters repressed in the deep sea of unconscious of the psyche, about to rip through and escape in a extraordinary revolution, painted by ronny khalil",31163
585,"A monster under the bed, horror, creepy, dark, manga, hq, pencil, inspired by junji ito, superior quality, masterpiece",29722
586,dream! dream!! dream!!! dream!!!!,36449
587,"singer divine as a zombie, 7 days to die zombie, fine art, award winning, intricate, elegant, sharp focus, cinematic lighting, highly detailed, digital painting, 8 k concept art, art by guweiz and z. w. gu, masterpiece, trending on artstation, 8 k",23023
588,"the horn of abraxas, pure evil, 8 k, cinematic",46520
589,"giger, trending on deviantart",13176
590,"beautiful still from retro snes arcade game featuring gene kelly demanding a refund on undercooked overpriced dinosaur steak in downtown dive bar bistro, hyperreal detailed facial features and uv lighting, retro nintendo bitmap pixel art",1300
591,"portrait of an anlien, 4 k, photography, highly detailed",16429
592,"grunge painting of creepypasta with a wide smile and a red balloon by chris leib, loony toons style, pennywise style, corpse bride style, horror theme, detailed, elegant, intricate, conceptual, volumetric light",33593
593,"studio head shot portrait of magda kopera, studio lighting, hd, hdr, ultra detailed, high resolution",42819
594,"kawaii swat team, colorful fuschia, portrait photography, highly detailed, realistic",33353
595,"thrash metal album cover in the style of roger dean, realistic, sharp focus, 8k high definition, insanely detailed, intricate, elegant, art by virgil finlay and philippe druillet",11400
596,amber heard on cute underwear on a queen size bed,25214
