image_id,source,prompt,seed
337044,coco-30k,A man standing next to a dog near a sheep penn.,26499
391371,coco-30k,A silver park bench is in the park ,90489
541274,coco-30k,A group of giraffe standing next to each other by tall trees.,25723
3661,coco-30k,A bunch of bananas sitting on top of a wooden table.,41596
7288,coco-30k,A white toilet bowl with an electronic brown seat.,44872
410350,coco-30k,Two cooks standing at the counter on a kithchen next to bottles.,89009
449466,coco-30k,A man prepares food in a restaurant kitchen.,34824
150144,coco-30k,A woman in vintage clothing carrying an umbrella,4818
111076,coco-30k,A bathroom with a sink and toilet and a window.,45834
173350,coco-30k,Two dogs are looking up while they stand near the toilet in the bathroom.,9017
579593,coco-30k,A giraffe walking through dead bushes and grass.,78292
150538,coco-30k,A lone man sitting on a bench on hill next to a large tree,554
560373,coco-30k,A tan dog with sky blue eyes posing for a picture with a man sitting on a chair in the background.,71222
133503,coco-30k,A double decker bus driving while it snows.,17813
562150,coco-30k,A little girl holding a kitten next to a blue fence.,69922
347925,coco-30k,Two giraffes standing beside each other next to a fence.,57146
385181,coco-30k,A white dish with a tomato based casserole,30400
200365,coco-30k,A plate with two hot dogs and a cup of coke on a table next to a bike.,60795
543660,coco-30k,A public rest room with a black and white checkered floor.,88691
378727,coco-30k,Person on motorbike  with speed detector showing 26.,99208
541086,coco-30k,An ornate vase with a handle sitting on a table.,94681
558642,coco-30k,a bowl of fruit and pastry on a table,53318
147740,coco-30k,A woman walking while carrying bananas on her hat.,81172
255654,coco-30k,"Commode scene, probably commercial establishment, outside of USA.",49247
436130,coco-30k,A small kitchen cluttered with a variety of kitchen items.,3581
561578,coco-30k,a brick clock tower in the middle of a street,5279
178084,coco-30k,A motorcycle being held up slightly by its back tire.,84379
43997,coco-30k,A row of wall mounted sinks in a restroom.,61206
91263,coco-30k,A woman making sandwiches on a kitchen counter top.,29511
312175,coco-30k,A woman standing outside with her black luggage.,45383
553588,coco-30k,A tall building with a lot of windows and a clock. ,64722
99425,coco-30k,A large crowd of motorcycle enthusiasts at a motorcycle event.,67507
303321,coco-30k,A biker with a helmet on is standing behind two motorcycles.,63345
497504,coco-30k,A walkway suspended over a street with a clock mounted to it.,88794
84064,coco-30k,A bathroom with white tile and a beige toilet.   ,21354
31019,coco-30k,A crowd of people walking down a street next to a traffic light.,14742
423769,coco-30k,A green bathroom with a mirror and a pink sink.,36046
35525,coco-30k,Man in a restaurant kitchen preparing a meal.,5038
465664,coco-30k,A 787 Jet Airplane sitting on a runway at an airport.,76609
127668,coco-30k,A large truck drives up to an airplane.,75226
85632,coco-30k,A small bathroom with a white toilet sitting next to a sink.,51381
167724,coco-30k,A woman holding a big spoon while cooking spaghetti.,89410
243204,coco-30k,A person is holding a spatula near slices of bread on a stove.,1477
375916,coco-30k,A compact bathroom with vessel sink and toilet.,48092
177101,coco-30k,A plane is sitting on the tarmac as the sun rises or sets.,67888
93703,coco-30k,a white and blue jet is flying in some clouds,10547
512334,coco-30k,An airplane sitting in front of a group of people.,99128
43092,coco-30k,a computer on a desk surrounded by papers,23231
340511,coco-30k,A kitchen filled with pots and pans under a microwave.,45729
415874,coco-30k,"A pizza sitting on top of a table with olives, sausage and cheese.",46687
556230,coco-30k,"a kitchen has a chrome stove and oven with white cabinets.
",60505
394517,coco-30k,a shower door a sink a mirror and an outlet,37475
368900,coco-30k,A cluttered room filled with a tv and a kitchen. ,91948
263687,coco-30k,a person in an office setting sitting in a chair,65704
426053,coco-30k,a bathroom with a toilet and a sink,21040
271970,coco-30k,A small white church with a clock on the side of it's tower sitting on the end of a street ,77633
5412,coco-30k,a light brown bathroom with drawers sink and toilet,74648
471488,coco-30k,Two motorcyclists driving on a street with parked vehicles.,63683
356145,coco-30k,two people with a motorcycle and trailer parked by a waterfall.,92204
234590,coco-30k,"a bathroom with towels , lights, and a sink that is clean ",57312
94745,coco-30k,Young man holding a tennis racket while standing in front of a fence.,10863
320249,coco-30k,THERE IS A MOTORCYLCE WITH PEOPLE STANDING ON THE SIDE OF THE STREET ,17837
401623,coco-30k,A nice shower has a glass enclosure and sliding door,85648
204507,coco-30k,THERE ARE TWO PEOPLE THAT ARE STANDING TOGETHER ,38545
241888,coco-30k,"Two toilet stall, one blue and the other orange.",17646
413096,coco-30k,A plane on the runway is being led by a tow cart,571
380756,coco-30k,A herd of sheep is on the side of the road and a bus drives through.,17886
334291,coco-30k,A woman cooks dinner while three people stand at a counter in the kitchen.,1401
14921,coco-30k,There are pictures of flowers in the bathroom.,50485
454203,coco-30k,"A long, narrow yellow kitchen with black and white floor tiles.",59753
51844,coco-30k,four lambs grazing in a fenced in pasture,25735
214192,coco-30k,two motocross racers in the middle of a race,9208
53838,coco-30k,A large plane flies in the sky while a reflection shines from the wings.,33369
134096,coco-30k,A calico cat drinking from a sink faucet.,74099
441586,coco-30k,"MAN ON A CONTRAPTION, SURROUNDED BY A BICYCLE AND ANOTHER PERSON",17318
515289,coco-30k,People riding bicycles down the road approaching a bird.,50751
488755,coco-30k,Two skiers trekking across the terrain in the snow,15408
262394,coco-30k,Motorcycle parked along the street next to a building.,42565
570349,coco-30k,"BLACK, BLUE, WHITE, RED, ORANGE RED AND YELLOW AIRPLANE",21818
309022,coco-30k,A commercial stainless kitchen with a pot of food cooking. ,92142
345389,coco-30k, A tall woman is standing in a small kitchen,61
352000,coco-30k,The large mirror has bright lighting behind it.,79700
299042,coco-30k,Two sheep are standing side by side behind a fence.,14085
280320,coco-30k,Urinals lined up along one wall with a handicap accessible one at the end.,14043
565296,coco-30k,Long counter in center of room surrounded by grocery cases.,12474
484723,coco-30k,Lovingly restored antique double decker buses in London,34621
483994,coco-30k,Sheep are standing on a platform with a dog behind them.,73032
425221,coco-30k,A plane is flying away from the airport,97186
363048,coco-30k,There are two people riding on a motorcycle together,55489
195267,coco-30k,A person in a red sweatshirt on a motorcycle,57452
86426,coco-30k,A computer screen is lit up on a computer desk.,72763
2061,coco-30k,A public restroom with a  garbage can and shower hose,53681
183895,coco-30k,People watching a plane take off from a runway.,10092
181524,coco-30k,A gas station and a traffic light. ,19108
438999,coco-30k,Food and a spoon sit on a plate on a table.,37185
402626,coco-30k,A dog chasing several sheep through a pasture.,32940
65258,coco-30k,A makeshift tent is constructed at a camp site.,26765
165750,coco-30k,A shower curtain is pulled back in a bathroom. ,4627
507958,coco-30k,A kitchen with oak cabinetry  and white appliances,32877
57454,coco-30k,A bathroom with urinals that have graffiti above them,14769
556345,coco-30k,A welcome sign over a road with cars driving underneath,53813
102668,coco-30k,A large white bus drives through an intersection. ,85749
24061,coco-30k,A picture of a bathroom with a sink and tolet.,88368
163155,coco-30k,A cat crouched over sitting by a brick wall.,22868
504900,coco-30k,A man sitting on a couch with a dog on his lap,22141
315868,coco-30k,A motorcycle parked next to street with little to no traffic.,34297
578632,coco-30k,A cat sitting on the hood of a car.,91634
557135,coco-30k,A large empty bathroom with a walk in shower tub.,35764
216497,coco-30k,Some chairs sit at an island near an open door. ,57376
107922,coco-30k,A person sits at a table in a kitchen. ,47607
339974,coco-30k,A traffic signal sitting next to a street at night.,19927
54305,coco-30k,A giraffe walks through a line of cars in a parking lot.,13256
560367,coco-30k,A white toilet sitting next to a toilet paper roller in a bathroom.,56810
563311,coco-30k,An old wooden steeple with a clock on it,69569
448765,coco-30k,A restroom with two toilets sitting side by side.,73756
525344,coco-30k,A large Delta passenger jet being prepared for take off from an airport runway.,80147
79878,coco-30k,The interior of a bathroom with crumpled and torn toilet paper on the floor along with a toilet roll that has been pulled.,48065
515266,coco-30k,A white truck parked next to a white trailer.,68314
41271,coco-30k,Two cats eating food from bowls on a black and white checkered tile floor.,11995
360564,coco-30k,A walk in shower next to a toilet with a wooden seat.,4566
497969,coco-30k,A crowd of bikers driving down a street next to tall buildings.,45691
151911,coco-30k,A blurry photo of a kitchen and a dining room.,32805
142261,coco-30k,A young woman stands by the post with a pink umbrella.,27964
344488,coco-30k,A modern kitchen that is bright and painted blue and yellow.,18403
360573,coco-30k,A man standing next to a set of piked motorcycles.,33593
267135,coco-30k,A modern style wooden kitchen with multi layered counters.,73406
348140,coco-30k,An intracately designed boat on a river bank.,56456
290521,coco-30k,A herd of sheep walking on a cluster of dry grass.,56018
550864,coco-30k,"A modern kitchen with stainless steel fridge, wooden cabinets, and overhead lighting is separated from the dining room by a bar.",11245
190734,coco-30k,A kitchen with a washer sitting next to a metal sink.,21163
523373,coco-30k,A table full of vegetables and fruits  piled on top of each other.,16379
489248,coco-30k,A man sitting on a park bench next to a herd of sheep.,26395
90631,coco-30k,A colorful fighter jet flying through a blue sky.,12887
429074,coco-30k,A white toilet sitting in the corner of a bathroom.,45816
427338,coco-30k,A city made out of stone brick with large arches.,5583
111099,coco-30k,People standing and sitting around at a pier,56960
283505,coco-30k,A bike parked next to a cat leaning up against a stone wall.,31442
58705,coco-30k,A man wearing a helmet while holding a banana next to a woman wearing a helmet.,77504
388026,coco-30k,Light poles in the snow with yellow traffic lights mounted on them.,42819
111789,coco-30k,"A large elephants reflection in a cars side view mirror, with other elephants in the distance.",58379
436653,coco-30k,A small town street filled with traffic beneath a mountain.,40961
360943,coco-30k,An orange cat sitting in front of a door to a house.,78915
533003,coco-30k,A kitchen counter top filled with appliances and a wooden shelf..,29873
280619,coco-30k,A bathroom with a white toilet and a white toilet seat.,368
493695,coco-30k,A city street filled with traffic at night.,29943
302760,coco-30k,A bathroom sink with a marble counter top under a large mirror.,87070
252219,coco-30k,a person with a shopping cart on a city street ,99911
522198,coco-30k,a person riding a dirt bike in the air with a sky background,96333
296243,coco-30k,A white compact car parked on a sandy dirt road.,62093
64723,coco-30k,A face car driving past a parked motorcycle.,29822
288923,coco-30k,A bicycle chained to a pole on a snowy day,79619
189939,coco-30k,A black and white cat sits in a white sink.,92884
309925,coco-30k,"An empty clean kitchen with island, marble countertops , stove and cabinetry.",22236
434467,coco-30k,A man riding a motorcycle in pink furry boots.,33012
320641,coco-30k,A young man riding a bike past a lake.,46489
313182,coco-30k,A purple and white bus driving down a street.,22371
67956,coco-30k,A blue car making a right turn at an intersection.,11406
91636,coco-30k,A man riding a motorcycle down a busy city street.,79540
98520,coco-30k,A large passenger jet sitting on top of an airport runway.,59522
41839,coco-30k,A bathroom with a walk in shower next to a toilet and a sink.,48529
106351,coco-30k,A white and green kitchen filled with dishes and appliances.,99307
378163,coco-30k,The grinch riding a motorcycle with a small dog with antlers.,91713
354072,coco-30k,A bathroom sink under a mirror next to a plant.,57698
502311,coco-30k,Two giraffe standing next to each other at a zoo.,40772
5476,coco-30k,A group of people walking towards a beach while carrying surfboards.,18589
547003,coco-30k,A small bathroom with a small brown toilet next to a white sink.,56572
96107,coco-30k,A kitchen filled with appliances and track lighting.,280
206135,coco-30k,A herd of cattle sitting in front of a church with a steeple.,94310
357475,coco-30k,A white toilet sitting next to a white bath tub.,97838
252203,coco-30k,A couple of dogs sitting in the front seats of a car.,44859
139169,coco-30k,Two magazine photos of a motorcycle and rider.,84419
523526,coco-30k,A desktop computer monitor on a white desk next to books.,21239
10954,coco-30k,A blue motor scooter parked in front of a brick building.,69606
573072,coco-30k,A man riding a green motorcycle on a winding road.,63205
108679,coco-30k,A bicycle parked on top of a bed in a bedroom.,64180
11182,coco-30k,People walking outside of a red brick building.,1722
513064,coco-30k,A busted bathroom sink underneath a mirror in a bathroom.,47929
308799,coco-30k,A doorway into a clean wood floored kitchen.,50208
245013,coco-30k,A large white teddy bear sitting on top of an SUV.,74679
281111,coco-30k,A man sanding next to a brick oven filled with fire.,44766
338098,coco-30k,A bathroom with a white toilet sitting next to a bath tub and a sink.,44977
281533,coco-30k,A dog watches an animal on the television.,44399
483249,coco-30k,A couple of cats sleeping on a car hood.,48291
410319,coco-30k,Three woman with their backs turned in a kitchen.,47546
282658,coco-30k,Two people going through belongings from the truck of a car.,67753
145019,coco-30k,A group of people are looking at a plane being removed from a field by a bulldozer.,60516
485916,coco-30k,A red carpet in a bathroom with white fixtures,71425
266070,coco-30k,A plane flying over the water at sunset,20811
527506,coco-30k,A small plane landing in  a grassy field,34483
66879,coco-30k,A blue bathroom has an updated sink and toilet.,57421
543112,coco-30k,A bench sitting on a sidewalk near a line of cars.,58214
318405,coco-30k,A bowl filled with fruit on a napkin.,36102
233079,coco-30k,A plane sits outside a room full of chairs. ,19420
396204,coco-30k,Clouds can be seen beyond the wing of the plane. ,24993
285742,coco-30k,Black and white photograph of cars parked along a curb in the city,22538
566249,coco-30k,A black motor cycle parked on a cobblestone street,36356
462565,coco-30k,people on bicycles ride down a busy street ,58619
255795,coco-30k,A woman walking across the street looking at a Car Quest vehicle.,3549
205514,coco-30k,The large living room has been decorated in modern furnishings.,55785
537812,coco-30k,A tiled bathroom with toilet and open shower,9282
521877,coco-30k,The graveyard in front of the church is very spooky.,86685
555023,coco-30k,"The giraffe is sticking out its long tongue, perhaps tasting the fence rail.",59505
284623,coco-30k,A black cat sits in a bathroom sink.,56883
528962,coco-30k,A dump truck passing a gentleman on a bicycle loaded with wood benches.,22584
250790,coco-30k,A person gets ready to indulge in drinking a shake and eating a slice of cheesecake.,544
261603,coco-30k,An older gentleman is taking a ride on his motorcycle. ,79748
45976,coco-30k,A man standing in front of a mirror shaving,51595
111014,coco-30k,The modern made toilet is next to a small bidet.,93490
135613,coco-30k,A nice spacious bathroom with light brown tile.,63644
278338,coco-30k,A bathroom with orange and white flooring with double sinks,38914
319285,coco-30k,A bathroom with a bathtub sitting next to a toilet.,82937
567171,coco-30k,A scooter is parked on the street in front of a car. ,31234
148968,coco-30k,A striped cat sleeping on someones white purse,31189
415967,coco-30k,The dark mirror shows a bathroom in it's reflection.,52256
31000,coco-30k,Many oranges have been placed inside a bowl.,31736
398385,coco-30k,A group of traffic lights sitting above an intersection.,72549
51476,coco-30k,A series of images of pots filled with chocolate and desert.,87349
207853,coco-30k,a person riding a motorcycle on a road with a hill in the background,57012
478077,coco-30k,A microwave oven sitting on top of a counter top.,92376
302159,coco-30k,Two bathroom sinks under two mirrors next to paper towel dispenser.,1318
136355,coco-30k,A kitchen with a bright window and house plants,17274
179930,coco-30k,A man watches a giraffe eating from a tree. ,78193
562592,coco-30k,A person that is driving on the street.,90309
204757,coco-30k,A close up of a person's hand with a scissors cutting something wet.,62209
469719,coco-30k,A skier in the midst of a jump,35621
275270,coco-30k,A very clean sink that is in the bathroom.,26142
338044,coco-30k,A parked motorcycle on display next to the skull of a demon.,93916
222494,coco-30k,A traffic light with a smile green light above a red sign.,72388
368541,coco-30k,A picture of some people about to board a plane.,44871
237568,coco-30k,Person on a motorcycle coming up to a stop sign on the street.,9782
62443,coco-30k,A brick building with an open window next to a few colorful bushes.,99751
519479,coco-30k,A man in  library looking at his laptop.,24438
306404,coco-30k,An man taking a picture of a sink through a mirror.,84575
1761,coco-30k,Two planes flying in the sky over a bridge.,31299
257448,coco-30k,A cop car parked in front of a white fire hydrant.,77362
164,coco-30k,A small kitchen with low a ceiling ,64323
267861,coco-30k,A red motorcycle with a back seat parked on the side of a road.,66832
469638,coco-30k,A bathroom that is very clean and white.,58904
246265,coco-30k,Many motorcycles are parked around a crowd of people.,23975
10114,coco-30k,A picture of a very nice kitchen that is white.,97229
371683,coco-30k,A bunch of bananas hanging from a green tree.,22933
392650,coco-30k,A large Delta passenger jet flying through a blue sky.,75161
579602,coco-30k,Three kites in the air with many umbrellas on a beach,97523
23623,coco-30k,His and her bathroom sinks underneath a large mirror.,795
180787,coco-30k,A picture of some people that are cooking some food.,79659
467475,coco-30k,A formation of birds in a sky at sunset.,61010
95772,coco-30k,A pile of rusted metal junk laying in the weeds.,91303
453020,coco-30k,A public restroom with several urinals and stalls.,12685
255482,coco-30k,A blue turboprop airplane races across the blue sky.,53065
188651,coco-30k,The picture of a cat under a car.,73379
370090,coco-30k,A blue toilet bowl in a bathroom that says rabies,23334
327514,coco-30k,A man standing in a kitchen ironing his clothes while cooking food.,74236
428234,coco-30k,A plant is growing on the window sill in the bathroom.,20899
213932,coco-30k,A picture of a motorcycle on the street.,61857
267351,coco-30k,A large clock tower is yellow and white.,31818
462026,coco-30k,Several beautiful vintage racing motorcycles on public display.,45867
401783,coco-30k,A view of the mountains is shown from an airplane window.,82405
168512,coco-30k,A turkey or chicken cooks inside a kitchen oven.,53988
431236,coco-30k,A kitchen with a washer and a stove top oven.,45599
172911,coco-30k,A car seat covered in a piece of cake and frosting.,42427
484432,coco-30k,A bunt cake sitting on a glaze cake plate with glazed being drizzled over it.,51933
414156,coco-30k,A kitchen with wooden counter tops and a stove top oven.,5330
320703,coco-30k,A narrow kitchen with a white stove top oven.,24889
555686,coco-30k,A woman posing and riding on a red motorcycle,79760
357567,coco-30k,A small bathroom with a white toilet next to a shower curtain covered bath tub.,34786
253223,coco-30k,a building with two towers and an air plane in the background,71117
579468,coco-30k,A beautiful woman with a blue fro brushing her teeth with a giant toothbrush.,1066
255248,coco-30k,A cook sanding between two women inside of a kitchen.,43127
456328,coco-30k,A bathroom photo focusing on the toilet and the window.,43973
390241,coco-30k,A white train car lays on its side in the dark while a man with a light is nearby.,17801
564699,coco-30k,A tiled bathroom altered to suit the needs of the handicapped.,73399
577796,coco-30k,Three urinals mounted to a wall with white little dividers.,64292
143653,coco-30k,A herd of sheep standing between a train and a river.,48686
493235,coco-30k,A kitchen with lots of black counter top space.,66828
526186,coco-30k,An older woman holding a metal tea kettle in a kitchen.,3197
115162,coco-30k,A fire burns while a person rides a green motorcycle and several motorcycles are flipping in the air.,44338
4554,coco-30k,Several people snowboarding and one skiing in the snow.,15679
128373,coco-30k,Various stuffed animals behind a pane of glass,29643
245462,coco-30k,A man in a gray jacket standing in a kitchen next to a black dog.,70709
290532,coco-30k,A desk topped with a desktop computer monitor behind a keyboard.,16865
370842,coco-30k,A knife being slid into a wooden block.,81868
303520,coco-30k,A woman cutting up a large chocolate sheet cake.,94127
58364,coco-30k,A person standing in a living room with a fire place.,92889
560948,coco-30k,A bathroom with focus on a counter with dual sinks.,63153
377845,coco-30k,A bathroom with focus on the toilet in the bathtub.,1393
556278,coco-30k,A street intersection at night with no vehicles on the road.,17878
42970,coco-30k,A group of bikers traveling down a road past a store.,3385
30707,coco-30k,a man sitting on the end of  a bed in front of a small TV.,76339
473935,coco-30k,A plane is taking off from a runway.,65576
493843,coco-30k,A trashcan has been knocked over in a kitchen.,62954
150685,coco-30k,two gray stove burners and a wooden bowl with four apples,59896
77296,coco-30k,A man in a black outfit sleeping on a small bench.,41035
176474,coco-30k,Three different types of dogs looking at the camera.,87525
191842,coco-30k,Photo taken in a car of the television on the roof.,89171
143908,coco-30k,A person on a motorcycle doing a burnout.,70504
447546,coco-30k,A large kitchen with many people preparing food.,82655
306108,coco-30k,A kitchen filled with wooden cabinets and a white refrigerator.,57880
270376,coco-30k,A downtown area of a city with buildings and billboards. ,3160
341659,coco-30k,A parked car with a cat laying on top of it.,40008
1525,coco-30k,A plane parked in a large airplane hanger.,13662
221502,coco-30k,A park bench surrounded by floral arrangements on either side.,26092
135117,coco-30k,A set of three wall mounted urinals with pictures of men on top of them.,19833
291833,coco-30k,A restroom with three stalls with three toilets.,1754
403013,coco-30k,A narrow kitchen filled with appliances and cooking utensils.,38754
25972,coco-30k,A blue love seat sitting on a trailer attached to a bike.,17134
455528,coco-30k,A man sitting on the snow while riding a snowboard.,77283
503790,coco-30k,three different motorcycle couples riding down a road,64071
185904,coco-30k,a man in a blue shirt riding a blue motorcycle and some people,98232
291930,coco-30k,a man wearing leathers and his black motorcycle,27369
98280,coco-30k,a male with glasses and a green helmet is eating a banana,59462
332908,coco-30k,a ratchet ass room with a shelf on the wall,84272
211825,coco-30k,A man blowing out candles on a cake.,28218
444270,coco-30k,A person is in a bathroom and is taking a photo of himself in a mirrors reflection.,78192
531069,coco-30k,A bike rider rests on his bike as he looks at his phone.,8648
529069,coco-30k,A bathroom toilet with a light fixture overhead,58392
429633,coco-30k,Black and white historical photo man next to motorized bicycle.,12081
152543,coco-30k,A group of young people are sitting on a concrete divider.,56609
438024,coco-30k,A city with a river in the middle with boats docked,50901
382734,coco-30k,A bathroom being renovated with pipes in the wall,47220
456394,coco-30k,"BLUE MOTORCYCLE ON DISPLAY, SURROUNDED BY OTHER VEHICLES",65811
79465,coco-30k,A bathroom toilet nestled in a cubby is turned into a room for darts.,18621
59463,coco-30k,a public bathroom with a clock tower in the background,50952
154587,coco-30k,A motorcycle carrying a bicycle is parked in the gravel. ,55512
212074,coco-30k,A bathroom with white colored cabinets and toilet,74117
82229,coco-30k,A modern flatscreen television sits upon a nostalgic console model.,9103
533026,coco-30k,a bathroom with a cat underneath a bath tub,10074
553776,coco-30k,A man rides a large motorcycle on a freeway.,36112
251098,coco-30k,A military motorcycle is parked behind a van on a street way.,85256
347253,coco-30k,A plane is boarded with maintenance trucks alongside cargo trailers.,51422
332455,coco-30k,a close up of a toilet with a pink seat and lid,9940
429323,coco-30k,"Bathroom view, brightly lit, blue square basin, commode on right, shower curtain on left and heater and window on far end.",49583
465179,coco-30k,a close up of a person brushing her teeth in the bathroom,54054
423767,coco-30k,A colorful jet is sitting patiently on a runway.,4698
261062,coco-30k,the door to the room is open to the outside,5551
540694,coco-30k,A giraffe standing in a lot filled with cars.,22903
378448,coco-30k,Several small electronic devices are sitting with a backpack at an airport window.,39766
305545,coco-30k,a close up of a woman wearing jewelry and a boat in the background,64798
183249,coco-30k,An open door that leads into a kitchen ,84976
117037,coco-30k,Three people standing in a parking lot smiling to take a picture.,20764
321742,coco-30k,A picture of a lot of motorcycles together.,81203
151988,coco-30k,A picture of two people sitting on a bench.,57516
315601,coco-30k,A close-up of a one-way street with many cars and motorcycles.,47519
571718,coco-30k,A man standing in front of a fruit stand containing several bunches of bananas.,23705
29709,coco-30k,"A photo of a dining venue outside complete with tables, chairs and umbrellas.",65218
75283,coco-30k,Two people that are walking a dog together.,50990
171717,coco-30k,A well lit area of the bathroom with white paintings. ,23320
126876,coco-30k,A picture of a plane is flying in the air.,6923
415672,coco-30k,A street scene with people on motorcycles and people sitting on benches.,85391
527220,coco-30k,A red car next to a gas station sign and parked blue and silver motorcycles.,57451
334140,coco-30k,A close up of a woven basket on a bicycle.,30085
456323,coco-30k,A bedroom with a bike parked in it,30090
554002,coco-30k,A black dog standing between people in line,29249
460812,coco-30k,A bathroom scene with focus on the toilet and the sink,97638
27390,coco-30k,A picture of a plane that is in the air.,78800
433504,coco-30k,The view of a room with several different utensils displayed on shelves.,57149
239355,coco-30k,A cop car sitting on the side of a road behind a motorcycle.,43556
293964,coco-30k,Cooks standing in a kitchen preparing food for a restaurant.,72039
424445,coco-30k,A fighter jet taking off from an airport runway.,67985
193599,coco-30k,A close-up of a toilet with a pink stuffed bunny inside.,49439
84474,coco-30k,A boat dock with two planes floating on the water.,62302
580829,coco-30k,A street scene of a road going through the mountains.,87849
25685,coco-30k,People on a boat looking at a plane in the water.,91139
141086,coco-30k,A dog in an enclosure with a  herd of sheep,76345
414379,coco-30k,A street scene of the intersection with people and cars.,2777
373574,coco-30k,A TV sitting on top of a table next to a laptop computer.,7642
369259,coco-30k,Thee family is standing around the island in the kitchen.,76053
256983,coco-30k,"A woman at a baseball game with a Chicago Cubs visor, talking on her cell phone.",8016
122217,coco-30k,Two people skateboarding down a roadway in a downhill descent.,55359
12101,coco-30k,A toilet bowl with a sign on the top,83708
348092,coco-30k,A man on a motorcycle on a racetrack.,21413
202040,coco-30k,Two motorcycles parked on the side of the road.,44197
332625,coco-30k,A man sitting on a plane in back of a seat with a monitor on it.,50049
395463,coco-30k,A group of people sitting at a bar as a man prepares food.,53775
429497,coco-30k,Several bicycles lined up against a brick building.,79319
516868,coco-30k,A kitchen scene with focus on a sink and oven.,24759
94140,coco-30k,A photo taken in a car looking at a dog in the back seat.,75212
268259,coco-30k,A metal gear with chain on a wheel.,38854
104837,coco-30k,"A bathroom scene with a toilet, sink and a mirror.",39493
475923,coco-30k,A black and white dog sleeps in front of a blue door.,99158
418816,coco-30k,A man waling his bike along a road with cars.,97402
400945,coco-30k,A plain white bathroom that is completely unfurnished.,75273
79966,coco-30k,A black puppy with a ball in its mouth sitting in a bicycle basket.,78144
517128,coco-30k,"inside a airplane hangar,a stealth plane hanging -up.",59237
24924,coco-30k,A bathroom scene with a bathtub and a sink.,13613
474519,coco-30k,A toilet that is very clean in a bathroom.,75437
109045,coco-30k,A black and white photo of a propeller plane.,88075
529159,coco-30k,A very old picture of a women posing.,88136
552610,coco-30k,a stove top and counter in a kitchen,51504
115709,coco-30k,A photo of a restroom containing two toilets.,1999
450206,coco-30k,Several people standing around with a green bus along the road.,46858
306936,coco-30k,A close up of a plane with several people around it on the ground.,33602
507249,coco-30k,Two bikes parked next to each other on a bike rack.,94634
212525,coco-30k,A restroom with focus on the modern sink.,52045
88634,coco-30k,A kitchen with a black stove top oven.,92892
521542,coco-30k,A pink cookie jar on a tile kitchen counter.,89092
482210,coco-30k,A photo taken through a bathroom door of a bathroom.,44629
556025,coco-30k,A kitchen scene looking over the table at the refrigerator.,85546
243857,coco-30k,"A kitchen scene complete with a dishwasher, sink and an oven.",76836
393858,coco-30k,A plane that is flying in the air.,60921
47873,coco-30k,A picture of a counter and some chairs.,88450
352196,coco-30k,A cat that is playing on the ground with a door.,474
555648,coco-30k,A motorcycle that is parked in a parking lot.,34706
168337,coco-30k,Two people outside of a stone building near a red fire hydrant.,53813
132861,coco-30k,A large church tower with a clock mounted on each of it's sides.,23986
150088,coco-30k,A woman standing in front of a bathroom mirror taking a picture of herself.,54749
21232,coco-30k,A white toilet sitting inside of a bath tub.,35754
91416,coco-30k,A cook standing in a professional kitchen preparing food.,45489
27285,coco-30k,"Kitchen with refrigerator, range and vent, and white colored cabinets with an oak top.",19433
143576,coco-30k,A cook is in the kitchen preparing a big pot of food.,23146
459219,coco-30k,"A white colored vanity area with a mirror, sink and double light on the wall above the mirror.",50819
517548,coco-30k,A charming country bathroom includes a hotel style wall hung blowdryer.,61528
441841,coco-30k,Motor bike taking a fast turn on a track.,64925
191691,coco-30k,A man is shaving while looking in a mirror of a cluttered bathroom.,39439
561037,coco-30k,A cruiser bike in line with others at a biker gathering,5639
561187,coco-30k,A horse is saddled up while a cowboy checks out a hoof.,77860
562356,coco-30k,A motor cycle procession down a wet street.,99316
145032,coco-30k,A blue clock on the top of a stone building.,94232
486008,coco-30k,a bathroom with multiple stalls with doors and toilets,42161
1146,coco-30k,A young man wearing black attire and a flowered tie is standing and smiling.,90011
411908,coco-30k,Indians ride tandem on a motorcycle through a busy street.,66836
437556,coco-30k,A kitten eating food out of a dish on the kitchen floor.,6718
326582,coco-30k,A fighter is jet flying through the clouds,64209
23272,coco-30k,A Calico cat laying on the hood of a Mercedes.,62748
368940,coco-30k,a bathroom with a mirror and a sink,25715
434958,coco-30k,A man is in a car holding a black cat.,9514
391343,coco-30k,Two people standing next to a motorcycle on a brick path.,35210
232488,coco-30k,Two young men are looking at a computer screen. ,76554
481573,coco-30k,Boy standing on a skate board as seen from under the board.,1896
19157,coco-30k,a group of guys showing off a cow to an audience. ,18159
50655,coco-30k,A bathroom with a narrow toilet and hanging towels. ,33539
542611,coco-30k,The toaster adorned with a face sits atop the tiled surface.,13360
311887,coco-30k,a bathroom with a toilet and a bath tub,79110
553935,coco-30k,a surveillance camera attached to a building with a plane flying in the background,48921
262672,coco-30k,A skier attempts to slow down on the slopes by pointing the skis toward each other.,58860
313948,coco-30k,A motorcycle is on display at a convention.,19468
89188,coco-30k,two dogs are at a door trying to get outside,12157
264976,coco-30k,A cat is using the toilet in a white tile bathroom.,60696
355221,coco-30k,A silver motorcycle with many lights parked on the street.,58116
553698,coco-30k,A cat sitting on a pile of books.,86001
542089,coco-30k,a bathroom with a bath tub a sink and a mirror,88890
